"Code","Name","Region_code","Region_name","Date","Period","adult_beds_open","adult_beds_occupied","adult_beds_available","Percentage_adult_beds_available","Percentage_adult_cc_beds_occupied","last_thursday","Emergency_catchment_pop_2018","cc_beds_per_100000","occupancy_above_85"
"RLT","George Eliot Hospital NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",8,6,2,0.25,0.75,2019-03-28,134180,5.96214040840662,"below 85%"
"RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",25,20,5,0.2,0.8,2019-03-28,612116,4.08419319214005,"below 85%"
"RM3","Salford Royal NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",30,28,2,0.0666666666666667,0.933333333333333,2019-03-28,301533,9.94915979345544,">= 85%"
"RMC","Bolton NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",18,12,6,0.333333333333333,0.666666666666667,2019-03-28,304873,5.9040977718591,"below 85%"
"RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",9,9,0,0,1,2019-03-28,190809,4.71675864346021,">= 85%"
"RN3","Great Western Hospitals NHS Foundation Trust","Y58","South West Commissioning Region",2019-03-01,"March-2019",12,9,3,0.25,0.75,2019-03-28,387282,3.09851735944351,"below 85%"
"RN5","Hampshire Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",24,21,3,0.125,0.875,2019-03-28,440874,5.44373222281196,">= 85%"
"RN7","Dartford and Gravesham NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",10,10,0,0,1,2019-03-28,311774,3.20745155144432,">= 85%"
"RNA","The Dudley Group NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",20,15,5,0.25,0.75,2019-03-28,367453,5.44287296606641,"below 85%"
"RNL","North Cumbria University Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",15,9,6,0.4,0.6,2019-03-28,306437,4.89497025489742,"below 85%"
"RNQ","Kettering General Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",12,11,1,0.0833333333333333,0.916666666666667,2019-03-28,299501,4.00666441848274,">= 85%"
"RNS","Northampton General Hospital NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",16,13,3,0.1875,0.8125,2019-03-28,376889,4.2452817673108,"below 85%"
"RNZ","Salisbury NHS Foundation Trust","Y58","South West Commissioning Region",2019-03-01,"March-2019",10,7,3,0.3,0.7,2019-03-28,230438,4.33956205139777,"below 85%"
"RP4","Great Ormond Street Hospital For Children NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",0,0,0,NA,NA,2019-03-28,13614,0,NA
"RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",20,13,7,0.35,0.65,2019-03-28,431507,4.63491901637749,"below 85%"
"RPA","Medway NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",29,26,3,0.103448275862069,0.896551724137931,2019-03-28,361630,8.01924619085806,">= 85%"
"RPC","Queen Victoria Hospital NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",5,3,2,0.4,0.6,2019-03-28,111553,4.48217439244126,"below 85%"
"RPY","The Royal Marsden NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",17,16,1,0.0588235294117647,0.941176470588235,2019-03-28,27603,61.5875086041372,">= 85%"
"RQ3","Birmingham Women's and Children's NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",4,2,2,0.5,0.5,2019-03-28,196875,2.03174603174603,"below 85%"
"RQ6","Royal Liverpool and Broadgreen University Hospitals NHS Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",36,32,4,0.111111111111111,0.888888888888889,2019-03-28,292212,12.3198225945546,">= 85%"
"RQ8","Mid Essex Hospital Services NHS Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",21,11,10,0.476190476190476,0.523809523809524,2019-03-28,431539,4.86630408839062,"below 85%"
"RQM","Chelsea and Westminster Hospital NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",22,14,8,0.363636363636364,0.636363636363636,2019-03-28,646794,3.40139209702007,"below 85%"
"RQW","The Princess Alexandra Hospital NHS Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",9,6,3,0.333333333333333,0.666666666666667,2019-03-28,286538,3.14094465655515,"below 85%"
"RQX","Homerton University Hospital NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",10,10,0,0,1,2019-03-28,249717,4.00453313150486,">= 85%"
"RR7","Gateshead Health NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",14,10,4,0.285714285714286,0.714285714285714,2019-03-28,184567,7.58532131962919,"below 85%"
"RR8","Leeds Teaching Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",106,89,17,0.160377358490566,0.839622641509434,2019-03-28,789733,13.4222579023543,"below 85%"
"RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",11,8,3,0.272727272727273,0.727272727272727,2019-03-28,257238,4.27619558541118,"below 85%"
"RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",6,5,1,0.166666666666667,0.833333333333333,2019-03-28,3691,162.557572473584,"below 85%"
"RRK","University Hospitals Birmingham NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",98,92,6,0.0612244897959184,0.938775510204082,2019-03-28,1267489,7.73182252469252,">= 85%"
"RRV","University College London Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",65,59,6,0.0923076923076923,0.907692307692308,2019-03-28,446948,14.5430788369117,">= 85%"
"RT3","Royal Brompton & Harefield NHS Foundation Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",110,57,53,0.481818181818182,0.518181818181818,2019-03-28,47871,229.784211735706,"below 85%"
"RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",86,71,15,0.174418604651163,0.825581395348837,2019-03-28,542610,15.8493208750299,"below 85%"
"RTE","Gloucestershire Hospitals NHS Foundation Trust","Y58","South West Commissioning Region",2019-03-01,"March-2019",20,15,5,0.25,0.75,2019-03-28,582850,3.43141460066913,"below 85%"
"RTF","Northumbria Healthcare NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",15,10,5,0.333333333333333,0.666666666666667,2019-03-28,407825,3.67804818243119,"below 85%"
"RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",54,44,10,0.185185185185185,0.814814814814815,2019-03-28,779796,6.92488804764323,"below 85%"
"RTH","Oxford University Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",70,39,31,0.442857142857143,0.557142857142857,2019-03-28,772661,9.05960052338606,"below 85%"
"RTK","Ashford and St Peter's Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",13,11,2,0.153846153846154,0.846153846153846,2019-03-28,279313,4.65427674329516,"below 85%"
"RTP","Surrey and Sussex Healthcare NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",16,15,1,0.0625,0.9375,2019-03-28,382364,4.18449435616324,">= 85%"
"RTR","South Tees Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",60,56,4,0.0666666666666667,0.933333333333333,2019-03-28,453552,13.2289131124987,">= 85%"
"RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",14,11,3,0.214285714285714,0.785714285714286,2019-03-28,328870,4.25700124669322,"below 85%"
"RVJ","North Bristol NHS Trust","Y58","South West Commissioning Region",2019-03-01,"March-2019",46,35,11,0.239130434782609,0.760869565217391,2019-03-28,440518,10.4422520759651,"below 85%"
"RVR","Epsom and St Helier University Hospitals NHS Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",21,18,3,0.142857142857143,0.857142857142857,2019-03-28,384032,5.4682943088076,">= 85%"
"RVV","East Kent Hospitals University NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",30,19,11,0.366666666666667,0.633333333333333,2019-03-28,682391,4.39630651635206,"below 85%"
"RVW","North Tees and Hartlepool NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",16,7,9,0.5625,0.4375,2019-03-28,301825,5.30108506584942,"below 85%"
"RVY","Southport and Ormskirk Hospital NHS Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",11,9,2,0.181818181818182,0.818181818181818,2019-03-28,191822,5.73448301029079,"below 85%"
"RW6","Pennine Acute Hospitals NHS Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",36,31,5,0.138888888888889,0.861111111111111,2019-03-28,678855,5.30304704244647,">= 85%"
"RWA","Hull University Teaching Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",44,29,15,0.340909090909091,0.659090909090909,2019-03-28,537553,8.1852394089513,"below 85%"
"RWD","United Lincolnshire Hospitals NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",31,20,11,0.354838709677419,0.645161290322581,2019-03-28,557138,5.56415107208627,"below 85%"
"RWE","University Hospitals of Leicester NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",81,60,21,0.259259259259259,0.740740740740741,2019-03-28,920732,8.79734819686945,"below 85%"
"RWF","Maidstone and Tunbridge Wells NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",16,11,5,0.3125,0.6875,2019-03-28,508887,3.14411647379477,"below 85%"
"RWG","West Hertfordshire Hospitals NHS Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",19,15,4,0.210526315789474,0.789473684210526,2019-03-28,407316,4.66468294886525,"below 85%"
"RWH","East and North Hertfordshire NHS Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",20,18,2,0.1,0.9,2019-03-28,475363,4.20731104440186,">= 85%"
"RWJ","Stockport NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",13,10,3,0.230769230769231,0.769230769230769,2019-03-28,311182,4.17761952812181,"below 85%"
"RWP","Worcestershire Acute Hospitals NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",29,21,8,0.275862068965517,0.724137931034483,2019-03-28,531470,5.45656387002089,"below 85%"
"RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",18,18,0,0,1,2019-03-28,270848,6.64579395085066,">= 85%"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",13,7,6,0.461538461538462,0.538461538461538,2019-03-28,410047,3.1703682748563,"below 85%"
"RX1","Nottingham University Hospitals NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",92,76,16,0.173913043478261,0.826086956521739,2019-03-28,834607,11.0231522141559,"below 85%"
"RXC","East Sussex Healthcare NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",19,13,6,0.315789473684211,0.684210526315789,2019-03-28,364816,5.20810490767949,"below 85%"
"RXF","Mid Yorkshire Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",20,14,6,0.3,0.7,2019-03-28,563536,3.54901905113427,"below 85%"
"RXH","Brighton and Sussex University Hospitals NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",51,45,6,0.117647058823529,0.882352941176471,2019-03-28,536102,9.5131150415406,">= 85%"
"RXK","Sandwell and West Birmingham Hospitals NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",18,16,2,0.111111111111111,0.888888888888889,2019-03-28,424663,4.23865512182601,">= 85%"
"RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",34,29,5,0.147058823529412,0.852941176470588,2019-03-28,309754,10.9764522814879,">= 85%"
"RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",32,23,9,0.28125,0.71875,2019-03-28,415954,7.69315837808989,"below 85%"
"RXP","County Durham and Darlington NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-03-01,"March-2019",21,16,5,0.238095238095238,0.761904761904762,2019-03-28,499697,4.20254674332646,"below 85%"
"RXQ","Buckinghamshire Healthcare NHS Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",18,17,1,0.0555555555555556,0.944444444444444,2019-03-28,386280,4.65983224603914,">= 85%"
"RXR","East Lancashire Hospitals NHS Trust","Y62","North West Commissioning Region",2019-03-01,"March-2019",24,19,5,0.208333333333333,0.791666666666667,2019-03-28,455260,5.27171286737249,"below 85%"
"RXW","Shrewsbury and Telford Hospital NHS Trust","Y60","Midlands Commissioning Region",2019-03-01,"March-2019",18,14,4,0.222222222222222,0.777777777777778,2019-03-28,456701,3.94130952198484,"below 85%"
"RYJ","Imperial College Healthcare NHS Trust","Y56","London Commissioning Region",2019-03-01,"March-2019",152,134,18,0.118421052631579,0.881578947368421,2019-03-28,588135,25.8444064713034,">= 85%"
"RYR","Western Sussex Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2019-03-01,"March-2019",22,13,9,0.409090909090909,0.590909090909091,2019-03-28,477022,4.61194661881423,"below 85%"
"RYV","Cambridgeshire Community Services NHS Trust","Y61","East of England Commissioning Region",2019-03-01,"March-2019",0,0,0,NA,NA,2019-03-28,NA,NA,NA
"-","England","-",NA,2019-03-01,"March-2019",4119,3323,796,0.193250789026463,0.806749210973537,2019-03-28,NA,NA,"below 85%"
"R0A","Manchester University NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",108,83,25,0.231481481481481,0.768518518518518,2019-02-28,918210,11.7620152252753,"below 85%"
"R1F","Isle of Wight NHS Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",6,5,1,0.166666666666667,0.833333333333333,2019-02-28,132704,4.52134072823728,"below 85%"
"R1H","Barts Health NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",122,110,12,0.0983606557377049,0.901639344262295,2019-02-28,1231581,9.90596639603891,">= 85%"
"R1K","London North West University Healthcare NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",33,28,5,0.151515151515152,0.848484848484849,2019-02-28,692928,4.7623995566639,"below 85%"
"RA2","Royal Surrey County Hospital NHS Foundation Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",21,20,1,0.0476190476190476,0.952380952380952,2019-02-28,329354,6.37611809785216,">= 85%"
"RA3","Weston Area Health NHS Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",5,1,4,0.8,0.2,2019-02-28,111148,4.49850649584338,"below 85%"
"RA4","Yeovil District Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",10,8,2,0.2,0.8,2019-02-28,176778,5.6568124992929,"below 85%"
"RA7","University Hospitals Bristol NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",55,54,1,0.0181818181818182,0.981818181818182,2019-02-28,515351,10.6723378823365,">= 85%"
"RA9","Torbay and South Devon NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",10,8,2,0.2,0.8,2019-02-28,276332,3.61883531404253,"below 85%"
"RAE","Bradford Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",16,12,4,0.25,0.75,2019-02-28,424595,3.76829684758417,"below 85%"
"RAJ","Southend University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",27,27,0,0,1,2019-02-28,311582,8.6654556424954,">= 85%"
"RAL","Royal Free London NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",85,59,26,0.305882352941176,0.694117647058824,2019-02-28,666436,12.7544130269073,"below 85%"
"RAN","Royal National Orthopaedic Hospital NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",14,4,10,0.714285714285714,0.285714285714286,2019-02-28,5864,238.744884038199,"below 85%"
"RAP","North Middlesex University Hospital NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",10,8,2,0.2,0.8,2019-02-28,338374,2.95530980512687,"below 85%"
"RAS","The Hillingdon Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",9,8,1,0.111111111111111,0.888888888888889,2019-02-28,249319,3.60983318559757,">= 85%"
"RAX","Kingston Hospital NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",14,8,6,0.428571428571429,0.571428571428571,2019-02-28,317010,4.41626447115233,"below 85%"
"RBA","Taunton and Somerset NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",12,12,0,0,1,2019-02-28,324469,3.69835022760264,">= 85%"
"RBD","Dorset County Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",8,6,2,0.25,0.75,2019-02-28,191829,4.17038091216657,"below 85%"
"RBK","Walsall Healthcare NHS Trust","Y60","Midlands Commissioning Region",2019-02-01,"February-2019",13,13,0,0,1,2019-02-28,258542,5.02819657927919,">= 85%"
"RBL","Wirral University Teaching Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",18,17,1,0.0555555555555556,0.944444444444444,2019-02-28,315354,5.70787115432181,">= 85%"
"RBN","St Helens and Knowsley Teaching Hospitals NHS Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",12,11,1,0.0833333333333333,0.916666666666667,2019-02-28,362282,3.31233679840566,">= 85%"
"RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",30,30,0,0,1,2019-02-28,30671,97.8122656581135,">= 85%"
"RBS","Alder Hey Children's NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",0,0,0,NA,NA,2019-02-28,161104,0,NA
"RBT","Mid Cheshire Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",11,9,2,0.181818181818182,0.818181818181818,2019-02-28,268257,4.10054537253455,"below 85%"
"RBV","The Christie NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",8,5,3,0.375,0.625,2019-02-28,38726,20.6579558952642,"below 85%"
"RBZ","Northern Devon Healthcare NHS Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",9,6,3,0.333333333333333,0.666666666666667,2019-02-28,164689,5.46484586098647,"below 85%"
"RC1","Bedford Hospital NHS Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",11,9,2,0.181818181818182,0.818181818181818,2019-02-28,236128,4.65849031034015,"below 85%"
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",17,14,3,0.176470588235294,0.823529411764706,2019-02-28,384323,4.42336264027914,"below 85%"
"RCB","York Teaching Hospital NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",19,17,2,0.105263157894737,0.894736842105263,2019-02-28,529147,3.59068463016893,">= 85%"
"RCD","Harrogate and District NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",8,4,4,0.5,0.5,2019-02-28,167611,4.772956428874,"below 85%"
"RCF","Airedale NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",7,7,0,0,1,2019-02-28,183538,3.81392409201364,">= 85%"
"RCU","Sheffield Children's NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",0,0,0,NA,NA,2019-02-28,128636,0,NA
"RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",13,10,3,0.230769230769231,0.769230769230769,2019-02-28,237336,5.47746654531972,"below 85%"
"RD1","Royal United Hospitals Bath NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",13,8,5,0.384615384615385,0.615384615384615,2019-02-28,433152,3.00125591016548,"below 85%"
"RD3","Poole Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",11,8,3,0.272727272727273,0.727272727272727,2019-02-28,318034,3.458749693429,"below 85%"
"RD8","Milton Keynes University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",9,6,3,0.333333333333333,0.666666666666667,2019-02-28,298785,3.01219940760078,"below 85%"
"RDD","Basildon and Thurrock University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",34,34,0,0,1,2019-02-28,393429,8.64196589473577,">= 85%"
"RDE","East Suffolk and North Essex NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",25,17,8,0.32,0.68,2019-02-28,706849,3.53682328191735,"below 85%"
"RDU","Frimley Health NHS Foundation Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",24,21,3,0.125,0.875,2019-02-28,825540,2.90718802238535,">= 85%"
"RDZ","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",12,9,3,0.25,0.75,2019-02-28,263765,4.54950429359468,"below 85%"
"RE9","South Tyneside NHS Foundation Trust","Y54","North of England Commissioning Region",2019-02-01,"February-2019",6,5,1,0.166666666666667,0.833333333333333,2019-02-28,117734,5.09623388316034,"below 85%"
"REF","Royal Cornwall Hospitals NHS Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",15,13,2,0.133333333333333,0.866666666666667,2019-02-28,452260,3.31667624817583,">= 85%"
"REM","Liverpool University Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",23,15,8,0.347826086956522,0.652173913043478,2019-02-28,276518,8.31772253524183,"below 85%"
"REP","Liverpool Women's NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",2,1,1,0.5,0.5,2019-02-28,15828,12.6358352287086,"below 85%"
"RET","The Walton Centre NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",20,16,4,0.2,0.8,2019-02-28,17732,112.790435371081,"below 85%"
"RF4","Barking, Havering and Redbridge University Hospitals NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",52,42,10,0.192307692307692,0.807692307692308,2019-02-28,604029,8.60885818396137,"below 85%"
"RFF","Barnsley Hospital NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",11,8,3,0.272727272727273,0.727272727272727,2019-02-28,227127,4.84310539918196,"below 85%"
"RFR","The Rotherham NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",10,7,3,0.3,0.7,2019-02-28,212908,4.69686437334436,"below 85%"
"RFS","Chesterfield Royal Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-02-01,"February-2019",15,13,2,0.133333333333333,0.866666666666667,2019-02-28,267535,5.60674304296634,">= 85%"
"RGM","Royal Papworth Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",39,37,2,0.0512820512820513,0.948717948717949,2019-02-28,21467,181.674197605627,">= 85%"
"RGN","North West Anglia NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",22,17,5,0.227272727272727,0.772727272727273,2019-02-28,531204,4.14153507880212,"below 85%"
"RGP","James Paget University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",12,9,3,0.25,0.75,2019-02-28,207602,5.78029113399678,"below 85%"
"RGR","West Suffolk NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",9,7,2,0.222222222222222,0.777777777777778,2019-02-28,268025,3.35789571868296,"below 85%"
"RGT","Cambridge University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2019-02-01,"February-2019",64,53,11,0.171875,0.828125,2019-02-28,526081,12.1654269969834,"below 85%"
"RH8","Royal Devon and Exeter NHS Foundation Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",18,12,6,0.333333333333333,0.666666666666667,2019-02-28,412540,4.36321326416832,"below 85%"
"RHM","University Hospital Southampton NHS Foundation Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",111,91,20,0.18018018018018,0.81981981981982,2019-02-28,588542,18.8601663092863,"below 85%"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",118,88,30,0.254237288135593,0.745762711864407,2019-02-28,581566,20.2900444661483,"below 85%"
"RHU","Portsmouth Hospitals NHS Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",17,17,0,0,1,2019-02-28,582675,2.91757840991977,">= 85%"
"RHW","Royal Berkshire NHS Foundation Trust","Y59","South East Commissioning Region",2019-02-01,"February-2019",13,11,2,0.153846153846154,0.846153846153846,2019-02-28,458864,2.83308344084522,"below 85%"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",89,82,7,0.0786516853932584,0.921348314606742,2019-02-28,568727,15.6489844864056,">= 85%"
"RJ2","Lewisham and Greenwich NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",36,29,7,0.194444444444444,0.805555555555556,2019-02-28,586700,6.13601499914778,"below 85%"
"RJ6","Croydon Health Services NHS Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",14,11,3,0.214285714285714,0.785714285714286,2019-02-28,282594,4.95410376724205,"below 85%"
"RJ7","St George's University Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",60,58,2,0.0333333333333333,0.966666666666667,2019-02-28,617081,9.72319679264148,">= 85%"
"RJC","South Warwickshire NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-02-01,"February-2019",7,5,2,0.285714285714286,0.714285714285714,2019-02-28,236451,2.96044423580361,"below 85%"
"RJE","University Hospitals of North Midlands NHS Trust","Y60","Midlands Commissioning Region",2019-02-01,"February-2019",82,72,10,0.121951219512195,0.878048780487805,2019-02-28,689290,11.8962990903684,">= 85%"
"RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2019-02-01,"February-2019",14,13,1,0.0714285714285714,0.928571428571429,2019-02-28,371278,3.77075937707055,">= 85%"
"RJN","East Cheshire NHS Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",6,4,2,0.333333333333333,0.666666666666667,2019-02-28,140205,4.27944795121429,"below 85%"
"RJR","Countess of Chester Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2019-02-01,"February-2019",15,11,4,0.266666666666667,0.733333333333333,2019-02-28,198860,7.54299507190989,"below 85%"
"RJZ","King's College Hospital NHS Foundation Trust","Y56","London Commissioning Region",2019-02-01,"February-2019",101,99,2,0.0198019801980198,0.98019801980198,2019-02-28,662737,15.2398311849195,">= 85%"
"RK5","Sherwood Forest Hospitals NHS Foundation Trust","Y60","Midlands Commissioning Region",2019-02-01,"February-2019",11,9,2,0.181818181818182,0.818181818181818,2019-02-28,329250,3.34092634776006,"below 85%"
"RK9","University Hospitals Plymouth NHS Trust","Y58","South West Commissioning Region",2019-02-01,"February-2019",42,30,12,0.285714285714286,0.714285714285714,2019-02-28,478269,8.78166889344699,"below 85%"
